"Dataset","Algoritmo de seleção de atributos","Número de atributos selecionados","Método de Balanceamento","Classificador","G-Mean"
"LUAD.rnaseqv2.csv","ReliefF",100,"NearMiss","CNN",0.965257174285
"LUAD.rnaseqv2.csv","SDAE",100,"NearMiss","CNN",0.865715803721
"LUAD.rnaseqv2.csv","FCBF",100,"NearMiss","CNN",0.568324807984
"LUAD.rnaseqv2.csv","ReliefF",10,"NearMiss","MLP",0.978095068973
"LUAD.rnaseqv2.csv","SDAE",10,"NearMiss","MLP",0.835160823695
"LUAD.rnaseqv2.csv","FCBF",10,"NearMiss","MLP",0.685257788847
"LUAD.rnaseqv2.csv","ReliefF",50,"NearMiss","MLP",0.983716936772
"LUAD.rnaseqv2.csv","SDAE",50,"NearMiss","MLP",0.879986147143
"LUAD.rnaseqv2.csv","FCBF",50,"NearMiss","MLP",0.667549353871
"LUAD.rnaseqv2.csv","ReliefF",100,"NearMiss","MLP",0.973324382587
"LUAD.rnaseqv2.csv","SDAE",100,"NearMiss","MLP",0.906253016527
"LUAD.rnaseqv2.csv","FCBF",100,"NearMiss","MLP",0.666359026629
"LUAD.rnaseqv2.csv","ReliefF",10,"NearMiss","DecisionTree",0.971614827741
"LUAD.rnaseqv2.csv","SDAE",10,"NearMiss","DecisionTree",0.73177265242
"LUAD.rnaseqv2.csv","FCBF",10,"NearMiss","DecisionTree",0.834375492188
"LUAD.rnaseqv2.csv","ReliefF",50,"NearMiss","DecisionTree",0.962357216735
"LUAD.rnaseqv2.csv","SDAE",50,"NearMiss","DecisionTree",0.68007762343
"LUAD.rnaseqv2.csv","FCBF",50,"NearMiss","DecisionTree",0.835331630812
"LUAD.rnaseqv2.csv","ReliefF",100,"NearMiss","DecisionTree",0.950756647826
"LUAD.rnaseqv2.csv","SDAE",100,"NearMiss","DecisionTree",0.537417479212
"LUAD.rnaseqv2.csv","FCBF",100,"NearMiss","DecisionTree",0.835331630812
