"Dataset","Algoritmo de seleção de atributos","Número de atributos selecionados","Método de Balanceamento","Classificador","G-Mean"
"LUAD.mirnaseq.csv","ReliefF",10,"SMOTETomek","CNN",0.944402555999
"LUAD.mirnaseq.csv","SDAE",10,"SMOTETomek","CNN",0.902430978869
"LUAD.mirnaseq.csv","FCBF",10,"SMOTETomek","CNN",0.667255572531
"LUAD.mirnaseq.csv","ReliefF",50,"SMOTETomek","CNN",0.879732555401
"LUAD.mirnaseq.csv","SDAE",50,"SMOTETomek","CNN",0.927138916435
"LUAD.mirnaseq.csv","FCBF",50,"SMOTETomek","CNN",0.643481612106
"LUAD.mirnaseq.csv","ReliefF",100,"SMOTETomek","CNN",0.949204287558
"LUAD.mirnaseq.csv","SDAE",100,"SMOTETomek","CNN",0.926089305996
"LUAD.mirnaseq.csv","FCBF",100,"SMOTETomek","CNN",0.652439240652
"LUAD.mirnaseq.csv","ReliefF",10,"SMOTETomek","MLP",0.971645139997
"LUAD.mirnaseq.csv","SDAE",10,"SMOTETomek","MLP",0.894188668377
"LUAD.mirnaseq.csv","FCBF",10,"SMOTETomek","MLP",0.727502458707
"LUAD.mirnaseq.csv","ReliefF",50,"SMOTETomek","MLP",0.972772016936
"LUAD.mirnaseq.csv","SDAE",50,"SMOTETomek","MLP",0.884224393017
"LUAD.mirnaseq.csv","FCBF",50,"SMOTETomek","MLP",0.672120632725
"LUAD.mirnaseq.csv","ReliefF",100,"SMOTETomek","MLP",0.982026616848
"LUAD.mirnaseq.csv","SDAE",100,"SMOTETomek","MLP",0.897459774168
"LUAD.mirnaseq.csv","FCBF",100,"SMOTETomek","MLP",0.670863543946
"LUAD.mirnaseq.csv","ReliefF",10,"SMOTETomek","DecisionTree",0.918273037081
"LUAD.mirnaseq.csv","SDAE",10,"SMOTETomek","DecisionTree",0.873040141446
"LUAD.mirnaseq.csv","FCBF",10,"SMOTETomek","DecisionTree",0.638617104955
"LUAD.mirnaseq.csv","ReliefF",50,"SMOTETomek","DecisionTree",0.930571002341
"LUAD.mirnaseq.csv","SDAE",50,"SMOTETomek","DecisionTree",0.872226827284
"LUAD.mirnaseq.csv","FCBF",50,"SMOTETomek","DecisionTree",0.651811484457
"LUAD.mirnaseq.csv","ReliefF",100,"SMOTETomek","DecisionTree",0.946859462785
"LUAD.mirnaseq.csv","SDAE",100,"SMOTETomek","DecisionTree",0.786439627157
"LUAD.mirnaseq.csv","FCBF",100,"SMOTETomek","DecisionTree",0.652709769347
"LUAD.mirnaseq.csv","ReliefF",10,"NearMiss","CNN",0.905623924094
"LUAD.mirnaseq.csv","SDAE",10,"NearMiss","CNN",0.748047666754
"LUAD.mirnaseq.csv","FCBF",10,"NearMiss","CNN",0.659152260754
"LUAD.mirnaseq.csv","ReliefF",50,"NearMiss","CNN",0.886812972199
"LUAD.mirnaseq.csv","SDAE",50,"NearMiss","CNN",0.750448488016
"LUAD.mirnaseq.csv","FCBF",50,"NearMiss","CNN",0.582393093519
"LUAD.mirnaseq.csv","ReliefF",100,"NearMiss","CNN",0.87284914469
"LUAD.mirnaseq.csv","SDAE",100,"NearMiss","CNN",0.819345941823
"LUAD.mirnaseq.csv","FCBF",100,"NearMiss","CNN",0.524639631571
"LUAD.mirnaseq.csv","ReliefF",10,"NearMiss","MLP",0.925795489163
"LUAD.mirnaseq.csv","SDAE",10,"NearMiss","MLP",0.777081045752
"LUAD.mirnaseq.csv","FCBF",10,"NearMiss","MLP",0.678670274315
"LUAD.mirnaseq.csv","ReliefF",50,"NearMiss","MLP",0.847851056384
"LUAD.mirnaseq.csv","SDAE",50,"NearMiss","MLP",0.776869644123
"LUAD.mirnaseq.csv","FCBF",50,"NearMiss","MLP",0.671546681609
"LUAD.mirnaseq.csv","ReliefF",100,"NearMiss","MLP",0.8527193824
"LUAD.mirnaseq.csv","SDAE",100,"NearMiss","MLP",0.814601739443
"LUAD.mirnaseq.csv","FCBF",100,"NearMiss","MLP",0.678555895758
"LUAD.mirnaseq.csv","ReliefF",10,"NearMiss","DecisionTree",0.919274656326
"LUAD.mirnaseq.csv","SDAE",10,"NearMiss","DecisionTree",0.734714040629
"LUAD.mirnaseq.csv","FCBF",10,"NearMiss","DecisionTree",0.755164127054
"LUAD.mirnaseq.csv","ReliefF",50,"NearMiss","DecisionTree",0.912623027289
"LUAD.mirnaseq.csv","SDAE",50,"NearMiss","DecisionTree",0.78422009288
"LUAD.mirnaseq.csv","FCBF",50,"NearMiss","DecisionTree",0.755164127054
"LUAD.mirnaseq.csv","ReliefF",100,"NearMiss","DecisionTree",0.92167526416
"LUAD.mirnaseq.csv","SDAE",100,"NearMiss","DecisionTree",0.782008185647
"LUAD.mirnaseq.csv","FCBF",100,"NearMiss","DecisionTree",0.755164127054
