"Dataset","Algoritmo de seleção de atributos","Número de atributos selecionados","Método de Balanceamento","Classificador","G-Mean"
"THCA.rnaseqv2.csv","SDAE",10,"NearMiss","CNN",0.787608414024
"THCA.rnaseqv2.csv","FCBF",10,"NearMiss","CNN",0.591425709125
"THCA.rnaseqv2.csv","ReliefF",50,"NearMiss","CNN",0.92710375284
"THCA.rnaseqv2.csv","SDAE",50,"NearMiss","CNN",0.812727497088
"THCA.rnaseqv2.csv","FCBF",50,"NearMiss","CNN",0.626448890204
"THCA.rnaseqv2.csv","ReliefF",100,"NearMiss","CNN",0.948656719399
"THCA.rnaseqv2.csv","SDAE",100,"NearMiss","CNN",0.871725714745
"THCA.rnaseqv2.csv","FCBF",100,"NearMiss","CNN",0.575523593658
"THCA.rnaseqv2.csv","ReliefF",10,"NearMiss","MLP",0.927289497855
"THCA.rnaseqv2.csv","SDAE",10,"NearMiss","MLP",0.817725512029
"THCA.rnaseqv2.csv","FCBF",10,"NearMiss","MLP",0.6578936093
"THCA.rnaseqv2.csv","ReliefF",50,"NearMiss","MLP",0.92098010716
"THCA.rnaseqv2.csv","SDAE",50,"NearMiss","MLP",0.844119200223
"THCA.rnaseqv2.csv","FCBF",50,"NearMiss","MLP",0.656905764713
"THCA.rnaseqv2.csv","ReliefF",100,"NearMiss","MLP",0.92363355793
"THCA.rnaseqv2.csv","SDAE",100,"NearMiss","MLP",0.860257159035
"THCA.rnaseqv2.csv","FCBF",100,"NearMiss","MLP",0.660685631042
"THCA.rnaseqv2.csv","ReliefF",10,"NearMiss","DecisionTree",0.913631583386
"THCA.rnaseqv2.csv","SDAE",10,"NearMiss","DecisionTree",0.853042826146
"THCA.rnaseqv2.csv","FCBF",10,"NearMiss","DecisionTree",0.763984468324
"THCA.rnaseqv2.csv","ReliefF",50,"NearMiss","DecisionTree",0.885422256104
"THCA.rnaseqv2.csv","SDAE",50,"NearMiss","DecisionTree",0.699336450036
"THCA.rnaseqv2.csv","FCBF",50,"NearMiss","DecisionTree",0.719531597193
"THCA.rnaseqv2.csv","ReliefF",100,"NearMiss","DecisionTree",0.90657791977
"THCA.rnaseqv2.csv","SDAE",100,"NearMiss","DecisionTree",0.848771373368
"THCA.rnaseqv2.csv","FCBF",100,"NearMiss","DecisionTree",0.719531597193
