"Dataset","Algoritmo de seleção de atributos","Número de atributos selecionados","Método de Balanceamento","Classificador","G-Mean"
"HNSC.mirnaseq.csv","SDAE",10,"SMOTETomek","CNN",0.760531062074
"HNSC.mirnaseq.csv","FCBF",10,"SMOTETomek","CNN",0.696878152433
"HNSC.mirnaseq.csv","ReliefF",50,"SMOTETomek","CNN",0.836316870876
"HNSC.mirnaseq.csv","SDAE",50,"SMOTETomek","CNN",0.908773734789
"HNSC.mirnaseq.csv","FCBF",50,"SMOTETomek","CNN",0.674041114307
"HNSC.mirnaseq.csv","ReliefF",100,"SMOTETomek","CNN",0.894942771415
"HNSC.mirnaseq.csv","SDAE",100,"SMOTETomek","CNN",0.78834862414
"HNSC.mirnaseq.csv","FCBF",100,"SMOTETomek","CNN",0.661502422649
"HNSC.mirnaseq.csv","ReliefF",10,"SMOTETomek","MLP",0.96307466137
"HNSC.mirnaseq.csv","SDAE",10,"SMOTETomek","MLP",0.859242952511
"HNSC.mirnaseq.csv","FCBF",10,"SMOTETomek","MLP",0.775994341806
"HNSC.mirnaseq.csv","ReliefF",50,"SMOTETomek","MLP",0.9479966488
"HNSC.mirnaseq.csv","SDAE",50,"SMOTETomek","MLP",0.889967144251
"HNSC.mirnaseq.csv","FCBF",50,"SMOTETomek","MLP",0.718698024963
"HNSC.mirnaseq.csv","ReliefF",100,"SMOTETomek","MLP",0.966018236929
"HNSC.mirnaseq.csv","SDAE",100,"SMOTETomek","MLP",0.881039745671
"HNSC.mirnaseq.csv","FCBF",100,"SMOTETomek","MLP",0.713205132274
"HNSC.mirnaseq.csv","ReliefF",10,"SMOTETomek","DecisionTree",0.904559507178
"HNSC.mirnaseq.csv","SDAE",10,"SMOTETomek","DecisionTree",0.904211887903
"HNSC.mirnaseq.csv","FCBF",10,"SMOTETomek","DecisionTree",0.750679033325
"HNSC.mirnaseq.csv","ReliefF",50,"SMOTETomek","DecisionTree",0.896501872531
"HNSC.mirnaseq.csv","SDAE",50,"SMOTETomek","DecisionTree",0.922725303799
"HNSC.mirnaseq.csv","FCBF",50,"SMOTETomek","DecisionTree",0.749858170219
"HNSC.mirnaseq.csv","ReliefF",100,"SMOTETomek","DecisionTree",0.910569814501
"HNSC.mirnaseq.csv","SDAE",100,"SMOTETomek","DecisionTree",0.914579937802
"HNSC.mirnaseq.csv","FCBF",100,"SMOTETomek","DecisionTree",0.748950919728
"HNSC.mirnaseq.csv","ReliefF",10,"NearMiss","CNN",0.932555702432
"HNSC.mirnaseq.csv","SDAE",10,"NearMiss","CNN",0.680951003096
"HNSC.mirnaseq.csv","FCBF",10,"NearMiss","CNN",0.709096294954
"HNSC.mirnaseq.csv","ReliefF",50,"NearMiss","CNN",0.881697296451
"HNSC.mirnaseq.csv","SDAE",50,"NearMiss","CNN",0.75542350178
"HNSC.mirnaseq.csv","FCBF",50,"NearMiss","CNN",0.522010935497
"HNSC.mirnaseq.csv","ReliefF",100,"NearMiss","CNN",0.884771588683
"HNSC.mirnaseq.csv","SDAE",100,"NearMiss","CNN",0.731043826483
"HNSC.mirnaseq.csv","FCBF",100,"NearMiss","CNN",0.559675947925
"HNSC.mirnaseq.csv","ReliefF",10,"NearMiss","MLP",0.919006934973
"HNSC.mirnaseq.csv","SDAE",10,"NearMiss","MLP",0.754606946495
"HNSC.mirnaseq.csv","FCBF",10,"NearMiss","MLP",0.770376307702
"HNSC.mirnaseq.csv","ReliefF",50,"NearMiss","MLP",0.901365058622
"HNSC.mirnaseq.csv","SDAE",50,"NearMiss","MLP",0.758010230387
"HNSC.mirnaseq.csv","FCBF",50,"NearMiss","MLP",0.776393254096
"HNSC.mirnaseq.csv","ReliefF",100,"NearMiss","MLP",0.87629058897
"HNSC.mirnaseq.csv","SDAE",100,"NearMiss","MLP",0.772546701403
"HNSC.mirnaseq.csv","FCBF",100,"NearMiss","MLP",0.705816725977
"HNSC.mirnaseq.csv","ReliefF",10,"NearMiss","DecisionTree",0.871816698226
"HNSC.mirnaseq.csv","SDAE",10,"NearMiss","DecisionTree",0.748792165869
"HNSC.mirnaseq.csv","FCBF",10,"NearMiss","DecisionTree",0.822940955535
"HNSC.mirnaseq.csv","ReliefF",50,"NearMiss","DecisionTree",0.888633085065
"HNSC.mirnaseq.csv","SDAE",50,"NearMiss","DecisionTree",0.718314449166
"HNSC.mirnaseq.csv","FCBF",50,"NearMiss","DecisionTree",0.823903754596
"HNSC.mirnaseq.csv","ReliefF",100,"NearMiss","DecisionTree",0.818260541477
"HNSC.mirnaseq.csv","SDAE",100,"NearMiss","DecisionTree",0.726502198494
"HNSC.mirnaseq.csv","FCBF",100,"NearMiss","DecisionTree",0.823903754596
